O3,CO,PM25,NOX
8.2,0.135,8.0,5.045
7.045,0.113333,8.0,6.54333
6.1375,0.115556,6.0,5.09333
3.1675,0.153333,14.0,8.74249
1.27,0.261666,12.0,31.29
1.5175,0.453333,16.0,54.8525
2.5075,0.636666,24.0,74.21
7.045,0.361666,15.0,37.4525
14.3875,0.245,15.0,21.72
20.6575,0.27,14.0,26.2875
31.795,0.245,23.0,23.17
51.1,0.195,24.0,9.6125
53.8225,0.128333,17.0,
44.17,0.1,11.0,
41.6125,0.1,7.0,
40.6225,0.1,8.0,
37.1575,0.1,11.0,
32.5375,0.105,9.0,3.89
14.2225,0.153333,12.0,11.0625
7.2925,0.186667,9.0,14.5425
3.3325,0.22,9.0,16.5
1.8475,0.228333,11.0,18.8925
1.6825,0.253333,9.0,18.4575
1.6,0.453333,16.0,33.6825
1.435,0.45,20.0,34.625
1.435,0.344999,13.0,20.1733
1.5175,0.308888,12.0,19.4967
1.27,0.33111,12.0,23.8225
1.27,0.478333,18.0,43.3975
1.5175,0.694999,19.0,67.3225
3.415,0.619999,25.0,55.215
12.5725,0.22,15.0,19.255
19.5025,0.236667,12.0,15.485
28.99,0.311666,16.0,19.255
37.735,0.328332,17.0,22.3725
60.2574,0.27,19.0,13.745
69.9099,0.286666,19.0,7.7275
63.5575,0.203333,19.0,
58.7725,0.17,19.0,
55.06,0.17,19.0,
49.0375,0.211667,19.0,
38.23,0.203333,19.0,2.22889
17.3575,0.261666,19.0,11.9325
6.22,0.361666,19.0,20.3425
2.0125,0.636666,19.0,37.67
1.6825,0.878332,19.0,53.91
2.095,1.20333,19.0,72.2526
1.3525,0.836665,19.0,49.4875
1.3525,0.809999,19.0,43.905
1.27,0.57,19.0,30.3233
2.095,0.397778,19.0,12.73
1.435,0.42,19.0,16.79
1.27,0.378333,19.0,24.4025
1.3525,0.428333,19.0,41.0775
3.3325,0.495,19.0,47.965
14.14,0.345,19.0,19.4
25.6075,0.245,,12.9475
36.6625,0.295,,16.355
54.3175,0.236667,,13.2375
65.5375,0.253333,20.0,16.21
63.7225,0.136667,18.0,
56.71,0.11,7.0,
54.73,0.116667,10.0,
55.1425,0.113333,10.0,
50.6874,0.116667,12.0,
37.9,0.118333,11.0,
25.6075,0.161667,11.0,7.0025
18.1825,0.245,13.0,8.815
4.1575,0.436667,13.0,22.155
2.3425,0.753333,27.0,36.5825
2.1775,1.01167,33.0,50.575
1.8475,0.953333,29.0,44.7025
1.93,1.01,25.0,46.08
1.5175,0.686666,20.0,25.2
1.3525,0.73111,18.0,24.91
1.6825,0.564445,16.0,18.095
1.6825,0.528334,16.0,16.8625
1.6825,0.503334,15.0,25.1275
4.57,0.603333,16.0,31.6525
16.12,0.445,16.0,15.9925
26.1025,0.395,12.0,12.6575
38.065,0.319999,9.0,3.885
49.3675,0.295,14.0,
49.45,0.286666,11.0,
51.3475,0.319999,11.0,
52.6675,0.319999,12.0,
52.915,0.295,9.0,
49.12,0.319999,13.0,
41.9425,0.328332,12.0,
29.98,0.353333,16.0,
19.75,0.319999,15.0,
12.5725,0.353333,12.0,4.465
6.38499,0.395,11.0,8.67
4.24,0.42,8.0,10.12
4.24,0.42,8.0,9.105
5.395,0.328332,12.0,5.915
1.765,0.34,11.0,10.12
1.3525,0.319999,14.0,12.0533
1.435,0.275555,14.0,9.92667
1.5175,0.275555,11.0,10.99
1.3525,0.486666,14.0,35.5675
1.435,0.628333,16.0,50.7925
2.59,0.811666,23.0,73.63
7.6225,0.603333,22.0,48.69
18.0175,0.353333,19.0,17.66
26.185,0.353333,20.0,20.705
30.805,0.32,15.0,20.125
43.84,0.236667,22.0,
48.13,0.136667,12.0,
50.935,0.161667,15.0,
48.955,0.136667,11.0,
50.3575,0.145,17.0,
45.0775,0.128333,18.0,
36.8275,0.22,12.0,2.61555
21.4,0.311666,12.0,10.7
12.655,0.328333,18.0,14.47
2.59,0.47,17.0,28.245
1.3525,0.645,27.0,38.975
1.4125,0.744999,22.0,41.875
1.3525,0.645,17.0,34.335
1.435,0.51,21.0,31.5075
1.3525,0.503334,22.0,34.6733
1.435,0.42,16.0,15.63
1.6825,0.319999,16.0,15.2675
1.3525,0.478333,15.0,32.74
1.3525,0.736666,24.0,74.79
2.6725,0.978333,27.0,81.3875
11.2525,0.578333,22.0,34.1175
18.1825,0.495,20.0,33.2475
29.8975,0.536667,24.0,38.25
52.0075,0.436666,24.0,20.85
59.5975,0.319999,15.0,5.2625
55.885,0.286666,13.0,
55.9675,0.295,22.0,
54.07,0.261666,15.0,
46.81,0.295,16.0,
38.1475,0.319999,15.0,3.9575
33.6924,0.328332,16.0,4.352
24.7825,0.336666,16.0,8.0175
18.925,0.37,16.0,10.4825
15.3775,0.386666,20.0,11.9325
14.8825,0.344999,20.0,9.685
3.415,0.528334,20.0,23.6775
3.415,0.453333,14.0,17.95
2.5075,0.37,16.0,14.9775
2.755,0.27,12.0,12.73
2.095,0.286666,13.0,12.8267
2.5075,0.297777,17.0,14.615
1.435,0.328333,19.0,30.7825
1.5175,0.536666,19.0,55.7225
2.755,0.886666,25.0,81.895
8.86,0.694999,29.0,57.535
19.915,0.495,24.0,36.5825
28.9075,0.411667,27.0,30.9275
46.5625,0.286666,22.0,12.672
56.1325,0.211667,18.0,
65.785,0.22,15.0,
65.0425,0.17,17.0,
59.5975,0.128333,13.0,
57.2875,0.128333,13.0,
52.255,0.136667,14.0,
37.8175,0.22,12.0,5.77
18.265,0.311666,15.0,13.2375
5.8075,0.561666,16.0,24.8375
1.765,0.686666,20.0,44.92
1.765,1.07833,22.0,64.7125
1.435,1.05333,20.0,62.61
1.435,0.603333,19.0,28.97
1.5175,0.44,18.0,20.9225
2.8375,0.328333,17.0,12.0533
1.8475,0.319999,17.0,11.7633
1.27,0.319999,15.0,19.0375
1.3525,0.403333,18.0,38.1775
1.3525,0.694999,18.0,70.295
2.3425,0.978333,24.0,85.9551
10.84,0.478333,23.0,35.205
21.895,0.353333,17.0,23.315
29.0725,0.42,19.0,30.855
43.18,0.278333,21.0,15.7025
53.1625,0.22,14.0,3.84546
44.0875,0.145,10.0,
41.53,0.12,6.0,
41.1175,0.12,11.0,
34.5175,0.128333,14.0,
30.5575,0.153333,8.0,
22.06,0.161667,4.0,4.79455
13.15,0.161667,3.0,9.9025
9.4375,0.211667,5.0,12.005
13.81,0.145,9.0,5.82273
12.985,0.12,8.0,4.9725
8.7775,0.22,7.0,7.8
4.8175,0.211667,6.0,10.3375
3.25,0.28,6.0,10.99
1.8475,0.386666,9.0,13.6967
1.6,0.42,8.0,16.0167
1.435,0.319999,8.0,19.0375
1.27,0.436666,10.0,40.6425
1.6,0.645,11.0,63.5525
3.085,0.995,24.0,88.9275
4.8175,0.711666,23.0,59.3475
10.84,0.461667,20.0,32.45
15.5425,0.403333,19.0,26.94
25.525,0.319999,17.0,11.57
36.6625,0.236667,12.0,
43.51,0.22,11.0,
48.625,0.228333,13.0,
39.9625,0.245,8.0,
35.92,0.22,5.0,
32.0425,0.22,5.0,
26.5975,0.295,8.0,4.945
17.11,0.336666,11.0,8.815
7.045,0.428333,10.0,16.645
1.765,0.678332,18.0,32.16
1.93,1.08667,26.0,47.7475
1.93,0.853333,21.0,35.7125
1.5175,1.00333,25.0,46.37
1.6825,0.82,24.0,45.4275
1.435,0.619999,22.0,35.06
1.27,0.486667,13.0,23.3633
1.27,0.319999,14.0,17.8775
1.435,0.47,14.0,39.99
1.435,0.344999,16.0,37.525
2.59,0.603333,21.0,64.785
9.02499,0.328333,21.0,36.51
20.575,0.203333,13.0,19.6175
26.845,0.286666,18.0,26.7225
39.88,0.195,17.0,14.5425
56.71,0.136667,19.0,5.12545
61.165,0.108333,14.0,
56.2975,0.1,11.0,
52.9975,0.1,11.0,
49.78,0.103333,10.0,
42.355,0.103333,8.0,
31.7125,0.108333,7.0,
19.255,0.118333,8.0,7.5825
6.6325,0.378333,12.0,21.9375
1.93,0.811666,23.0,47.4575
2.26,1.42833,46.0,73.05
2.26,1.47833,49.0,69.28
1.8475,0.886665,28.0,44.4125
1.8475,0.9,23.0,35.1325
1.3525,0.978333,14.0,36.9933
1.27,0.775554,12.0,27.52
1.765,0.42,13.0,13.5275
1.5175,0.395,12.0,13.6
1.5175,0.403333,12.0,17.515
3.8275,0.428333,18.0,22.735
14.7175,0.311666,10.0,15.369
26.02,0.22,8.0,6.5675
38.5599,0.236667,15.0,6.06001
52.75,0.228333,13.0,3.74
66.0325,0.22,10.0,
66.8574,0.195,14.0,
56.38,0.128333,12.0,
53.8225,0.136667,11.0,
54.6475,0.12,13.0,
45.655,0.145,12.0,
36.1675,0.203333,12.0,
25.7725,0.228333,9.0,4.755
11.17,0.361667,12.0,14.47
3.085,0.511666,13.0,21.43
1.6825,0.744999,17.0,40.2075
1.5175,0.803332,21.0,48.11
1.27,0.594999,18.0,36.075
1.3525,0.42,13.0,23.2425
1.6,0.336666,11.0,15.7267
3.6625,0.22,16.0,7.89667
2.0125,0.22,13.0,11.135
1.27,0.345,14.0,33.03
1.6,0.761666,19.0,66.67
2.3425,1.32,28.0,122.568
5.3125,0.803332,29.0,85.0125
13.3975,0.495,21.0,43.2525
18.76,0.428333,21.0,40.6425
31.63,0.386666,17.0,29.55
59.5975,0.37,26.0,20.27
61.2475,0.245,20.0,
52.0074,0.153333,11.0,
49.78,0.136667,11.0,
45.2425,0.203333,9.0,
38.6425,0.228333,13.0,5.28667
28.66,0.27,11.0,10.265
16.12,0.336666,12.0,15.195
10.675,0.328332,16.0,16.5
10.18,0.319999,15.0,13.745
8.035,0.328332,14.0,13.31
1.5175,0.603333,19.0,35.1325
1.27,0.528334,19.0,30.4925
1.435,0.36,13.0,25.5625
1.8475,0.245,13.0,14.2767
3.91,0.22,13.0,7.02666
2.425,0.242222,12.0,10.6275
1.27,0.411666,19.0,41.3675
1.27,0.778333,16.0,69.9325
2.26,1.35333,25.0,106.69
8.2825,0.745,22.0,63.77
18.0175,0.42,20.0,32.3775
32.5375,0.403333,21.0,25.055
40.3749,0.486667,29.0,35.93
58.1125,0.403333,31.0,24.8375
62.8149,0.236666,26.0,7.97166
68.9199,0.136667,16.0,
68.1775,0.12,19.0,
54.73,0.136667,19.0,
45.4075,0.136667,19.0,5.2625
34.765,0.195,17.0,7.945
23.05,0.295,16.0,12.5125
17.6875,0.311666,18.0,12.44
12.655,0.295,12.0,15.63
8.86,0.353333,16.0,17.5875
3.25,0.369999,12.0,22.3
1.765,0.461667,16.0,24.4025
1.27,0.32,18.0,23.3875
1.435,0.22,16.0,19.7867
1.6825,0.22,15.0,20.0767
3.415,0.111111,16.0,11.2075
1.6825,0.303333,17.0,26.8675
1.3525,0.653333,23.0,63.5525
2.6725,1.48667,41.0,129.093
6.6325,0.736666,35.0,73.485
14.3875,0.536667,34.0,54.5625
25.1125,0.403333,29.0,39.99
46.315,0.328333,28.0,23.605
60.67,0.486667,43.0,40.425
77.995,0.278333,36.0,14.325
77.83,0.178333,24.0,
69.9924,0.136667,23.0,
56.2975,0.195,19.0,4.32
45.0775,0.195,20.0,6.2775
34.5175,0.203333,15.0,9.395
21.4825,0.245,19.0,14.325
16.45,0.236666,16.0,12.44
10.9225,0.27,21.0,14.76
6.715,0.278333,13.0,18.6025
5.56,0.27,15.0,15.8475
1.765,0.353333,16.0,22.2275
1.27,0.349999,18.0,19.835
1.435,0.428333,16.0,25.1275
1.435,0.52,21.0,29.0425
1.27,0.33111,18.0,23.2425
1.27,0.436667,21.0,34.8425
1.6,1.00333,31.0,95.8876
2.26,1.50333,34.0,127.28
5.065,0.853333,34.0,84.795
10.675,0.803332,33.0,82.6925
26.845,0.461667,33.0,41.585
49.615,0.261666,22.0,14.1075
43.51,0.328332,32.0,24.475
42.6025,0.236667,20.0,7.16727
42.1075,0.236667,21.0,3.68727
38.065,0.228333,21.0,
37.735,0.286666,25.0,
44.83,0.303333,19.0,
30.7225,0.303333,23.0,9.105
9.4375,0.486666,23.0,24.9825
3.745,0.611666,24.0,31.29
5.23,0.603333,23.0,24.6925
6.88,0.544999,21.0,28.39
1.3525,0.919999,29.0,59.42
1.27,0.878332,29.0,55.94
1.435,0.61,23.0,41.2225
1.8475,0.386666,23.0,20.9225
1.5175,0.342222,17.0,17.515
1.5175,0.319999,21.0,16.645
1.27,0.495,23.0,41.6575
1.3525,0.961666,30.0,87.6951
2.0125,1.93667,45.0,165.343
4.9825,1.095,41.0,89.58
14.635,0.628333,37.0,50.43
31.63,0.436667,30.0,31.3625
41.695,0.361666,29.0,29.115
60.01,0.303333,36.0,16.1508
65.5375,0.12,28.0,
62.8975,0.195,28.0,
64.7125,0.178333,23.0,
55.4725,0.145,14.0,
39.6325,0.211667,16.0,6.8575
30.7225,0.203333,14.0,6.64
17.11,0.278333,17.0,13.89
8.36499,0.361666,19.0,19.7625
4.8175,0.386666,16.0,21.72
1.435,0.678333,24.0,36.365
4.32249,0.553332,28.0,25.925
6.22,0.395,23.0,12.585
1.8475,0.57,26.0,22.0825
8.035,0.353333,24.0,8.0175
7.4575,0.286666,21.0,6.64
1.5175,0.475556,30.0,15.4125
1.27,0.536667,32.0,25.2
1.765,0.77,26.0,43.3975
2.3425,0.995,30.0,72.3975
5.89,0.819999,41.0,75.08
16.8625,0.553333,42.0,36.1475
27.2575,0.536667,40.0,32.3775
38.4775,0.47,37.0,30.71
52.09,0.353333,29.0,9.9025
53.74,0.228333,23.0,
47.8825,0.178333,17.0,
44.9125,0.211667,18.0,
41.2825,0.195,11.0,
37.24,0.22,17.0,
29.32,0.245,69.0,3.46333
21.235,0.32,34.0,6.43584
17.11,0.353333,32.0,7.8725
13.48,0.411666,18.0,9.83
9.02499,0.503333,23.0,14.76
6.4675,0.52,25.0,14.2525
2.755,0.661666,28.0,21.7925
5.89,0.45,23.0,9.97501
3.0025,0.486667,22.0,11.6425
3.1675,0.442223,21.0,8.67
5.89,0.308888,19.0,3.0875
3.9925,0.245,17.0,5.19
1.6825,0.311666,23.0,14.47
3.1675,0.295,20.0,11.4975
6.1375,0.319999,21.0,10.1925
11.005,0.328332,33.0,11.7875
16.45,0.319999,26.0,9.9025
23.9575,0.319999,29.0,6.2775
24.9475,0.311666,24.0,4.12667
31.0525,0.303333,26.0,
35.755,0.22,15.0,
44.17,0.211667,16.0,
35.095,0.211667,17.0,
31.7125,0.195,11.0,
25.6075,0.211667,11.0,
17.275,0.245,9.0,2.41583
11.83,0.278333,10.0,4.2475
6.6325,0.328333,15.0,8.815
3.25,0.27,9.0,9.75751
4.6525,0.22,8.0,5.19
4.4875,0.186667,6.0,3.18667
5.8075,0.118,5.0,
5.56,0.12,6.0,
6.22,0.117778,8.0,
6.55,0.115556,6.0,
3.4975,0.12,5.0,
1.6,0.211667,17.0,7.8725
2.1775,0.361666,17.0,22.445
3.9925,0.37,19.0,23.75
6.385,0.328332,16.0,23.17
8.36499,0.336666,23.0,25.2725
12.2425,0.344999,29.0,23.605
16.615,0.319999,22.0,20.1975
24.1225,0.295,22.0,12.0775
23.2975,0.261666,19.0,8.51183
26.7625,0.278333,18.0,6.785
29.155,0.253333,19.0,4.9
28.66,0.27,19.0,5.19
15.625,0.369999,21.0,14.6875
4.4875,0.336666,19.0,15.63
8.035,0.286666,14.0,8.16251
8.6125,0.253333,10.0,5.4075
2.755,0.378333,16.0,17.4425
1.27,0.57,18.0,28.97
1.27,0.486667,15.0,24.765
1.6825,0.24,15.0,10.99
1.27,0.278333,15.0,15.9925
1.27,0.253333,9.0,11.57
1.27,0.253333,27.0,11.425
1.27,0.528333,15.0,40.4975
1.3525,1.37833,28.0,98.4976
1.765,1.77833,41.0,142.722
4.3225,0.761665,27.0,68.0475
11.665,0.495,26.0,35.64
19.1725,0.495,33.0,36.22
29.98,0.386666,35.0,28.39
50.1925,0.319999,38.0,15.34
43.5099,0.161667,23.0,
44.5,0.12,16.0,
44.4175,0.12,18.0,
44.335,0.128333,15.0,
42.6025,0.161667,13.0,
33.1975,0.203333,12.0,3.39083
12.325,0.336666,19.0,16.5
7.21,0.361666,22.0,16.4275
3.91,0.436666,21.0,19.69
1.5175,0.778333,21.0,43.9775
1.5175,0.961666,28.0,64.5675
1.6825,0.828332,28.0,60.2175
1.435,0.49,21.0,32.6675
1.765,0.336666,17.0,12.875
1.435,0.319999,20.0,11.4975
1.3525,0.319999,20.0,13.455
1.27,0.503333,19.0,38.1775
1.435,1.32833,33.0,117.348
1.93,2.47,44.0,181.438
6.1375,0.995,33.0,74.4275
13.315,0.636665,26.0,42.455
25.36,0.511666,28.0,31.0
34.435,0.603333,37.0,40.135
42.4375,0.653333,35.0,38.1775
59.1025,0.336666,35.0,18.385
61.0825,0.22,28.0,
48.46,0.128333,16.0,
41.4475,0.161667,10.0,
34.8475,0.128333,10.0,
20.4925,0.236666,11.0,10.845
11.5,0.311666,13.0,17.66
7.12749,0.395,20.0,21.0675
4.57,0.469999,22.0,24.185
2.0125,0.945,29.0,62.175
1.765,1.16167,32.0,85.7375
1.2475,0.603333,25.0,46.08
1.3525,0.349999,13.0,18.82
2.755,0.245,12.0,6.7125
1.6,0.242222,10.0,9.395
1.27,0.275555,11.0,17.5875
1.27,0.378333,11.0,30.3475
1.5175,1.22,29.0,111.547
1.8475,2.345,39.0,185.062
4.3225,1.06167,27.0,94.51
10.84,0.528333,20.0,51.2275
23.1325,0.42,22.0,31.3625
34.8475,0.47,28.0,36.075
52.3375,0.369999,33.0,26.07
59.1025,0.228333,,7.0025
63.3925,0.161667,,
57.7,0.128333,0.0,
55.9675,0.17,0.0,
45.4075,0.245,0.0,
21.4825,0.319999,0.0,12.2225
12.9025,0.344999,0.0,15.1225
8.7775,0.395,0.0,18.3125
2.425,0.503334,2.0,27.375
1.8475,0.536667,1.0,28.245
3.085,0.511666,0.0,25.1275
5.1475,0.311666,0.0,10.4825
1.765,0.308,0.0,12.9475
1.3525,0.436667,0.0,20.6325
1.3525,0.442222,1.0,17.225
1.3525,0.497778,0.0,22.01
1.435,0.561666,0.0,43.47
1.3525,1.11167,0.0,85.8101
1.765,1.62833,0.0,122.35
3.1675,1.30333,,118.218
7.6225,0.803332,,73.05
13.81,0.645,,59.855
30.8875,0.486667,,39.99
42.025,0.411667,,21.0675
52.1725,0.311666,,8.96001
59.515,0.22,,2.21364
53.8225,0.203333,,
50.605,0.17,,
46.315,0.22,,3.102
34.6825,0.278333,,7.945
15.2125,0.386666,,17.66
9.685,0.511667,,22.5175
7.1275,0.553333,,25.2
2.0125,0.619999,,30.42
1.5175,0.661665,,32.305
1.435,0.619999,,25.9975
1.765,0.659999,,29.84
1.8475,0.528334,,18.675
1.435,0.697777,,28.6075
1.8475,0.42,,15.775
1.27,0.411667,,17.7325
1.27,0.52,,35.93
1.93,0.645,,47.82
3.9925,0.719998,,44.5575
9.1075,0.619999,,37.8875
16.285,0.461667,,21.285
25.195,0.395,,13.31
34.6,0.311666,,4.55727
33.775,0.253333,,
33.1974,0.228333,,
37.3225,0.22,,
39.7975,0.22,,
33.0325,0.27,,
24.7,0.295,,4.668
14.8825,0.395,,12.44
8.7775,0.503333,,16.935
1.93,0.819999,,32.16
1.765,1.16167,,44.7025
2.6725,0.778332,,22.445
2.8375,0.661666,,15.7025
1.5175,1.03,,35.35
1.8475,1.27833,,45.1375
1.6,1.14222,,35.495
1.27,0.842221,,24.91
1.435,0.828332,,28.1725
1.27,0.77,,31.3625
2.095,0.836665,,42.2375
7.54,0.661666,,31.29
16.5325,0.645,,28.535
32.3725,0.578333,,19.835
46.5625,0.461667,,11.6425
55.9675,0.336666,,2.59333
56.6275,0.27,,
55.1425,0.22,,
52.6675,0.22,,
52.5025,0.22,,
48.3775,0.22,,
36.3325,0.253333,,
21.8125,0.353333,,9.17749
6.55,0.711666,,27.665
1.6825,1.07,,46.1525
1.8475,1.47,,72.1801
1.765,1.395,,70.0775
1.5175,1.11167,,57.68
1.3525,0.869999,,43.6875
1.6,0.594999,,24.9825
1.27,0.442223,,12.8025
1.27,0.42,,14.76
1.3525,0.578333,,30.2025
1.27,1.16167,,83.78
1.8475,1.72833,,117.855
7.21,0.744999,,42.455
18.1,0.486667,,19.545
20.1625,0.719998,,41.5125
33.1975,0.661666,,33.6825
48.0475,0.511667,,28.39
56.2975,0.37,,
52.0075,0.303333,,
40.21,0.253333,,
40.87,0.228333,,
32.125,0.319999,,5.2625
22.3075,0.344999,,9.25
12.5725,0.395,,13.455
7.70499,0.47,,17.225
2.6725,0.536667,,25.78
1.27,0.586666,,32.6675
1.765,0.478333,,24.04
1.3525,0.536667,,28.6075
1.27,0.44,,29.405
1.5175,0.436667,,29.3325
1.27,0.408889,,25.78
1.27,0.408889,,28.3175
1.27,0.52,,46.515
1.435,1.13667,,113.142
1.8475,2.05333,,167.663
5.89,0.778333,,61.3775
13.8925,0.395,,34.1175
20.8225,0.511667,,39.7
39.715,0.328333,,15.4125
48.295,0.161667,,6.785
58.6075,0.12,,
60.835,0.12,,
57.535,0.113333,,
50.77,0.121667,,
46.8925,0.116667,,
29.5675,0.186667,,9.25
17.77,0.22,,11.57
5.9725,0.361667,,22.6625
2.095,0.578333,,30.4925
1.6,1.00333,,60.5075
1.5175,0.786665,,46.8775
1.5175,0.736666,,51.2275
1.27,0.47,,33.03
1.435,0.486666,,13.8175
1.8475,0.364444,,11.86
1.27,0.397778,,24.2575
1.27,0.503333,,41.44
1.27,1.32,,106.763
1.8475,1.95333,,148.958
2.92,1.52833,,141.127
7.9525,1.12,,96.54
22.3075,0.586666,,43.615
37.075,0.386666,,25.78
44.5825,0.261666,,8.84399
44.5825,0.178333,,
54.8125,0.195,,2.27818
45.5725,0.161667,,6.5675
36.745,0.12,16.0,
35.1775,0.118333,17.0,2.422
27.2575,0.136667,27.0,6.7125
18.43,0.22,23.0,12.5125
16.945,0.178333,22.0,10.6275
9.4375,0.303333,23.0,15.9925
13.7275,0.186666,19.0,10.0475
11.0875,0.195,21.0,9.105
3.0025,0.211667,17.0,15.8475
12.16,0.106,19.0,
11.5,0.1,16.0,
9.1075,0.1,17.0,
6.22,0.102222,24.0,
5.9725,0.11,39.0,3.595
1.8475,0.195,33.0,14.9775
2.425,0.22,34.0,16.8625
2.92,0.261666,39.0,19.835
5.3125,0.27,34.0,15.34
9.84999,0.22,38.0,9.75751
11.5,0.22,43.0,10.41
16.45,0.211667,36.0,8.5975
21.6475,0.22,33.0,8.235
25.7725,0.22,32.0,7.655
27.0925,0.22,29.0,7.51
27.4225,0.211667,20.0,4.9
27.2575,0.186667,21.0,3.015
25.195,0.236666,34.0,4.49167
15.8725,0.303333,35.0,9.9025
9.02499,0.353333,29.0,13.0925
2.1775,0.511666,33.0,23.75
1.3525,0.553333,36.0,25.1275
1.435,0.836665,38.0,39.0475
1.27,0.811666,35.0,41.2225
1.3525,0.719998,38.0,40.425
1.27,0.511667,34.0,22.3
1.27,0.542222,27.0,24.33
1.27,0.442223,29.0,22.0825
1.27,0.603333,33.0,37.1625
1.3525,1.42,47.0,110.75
1.5175,2.17,61.0,173.68
4.8175,0.853333,43.0,58.985
8.53,0.669999,52.0,52.5325
18.3475,0.561666,51.0,42.455
32.785,0.461667,48.0,31.2175
37.3225,0.478333,43.0,34.48
43.345,0.319999,31.0,24.04
52.42,0.176667,30.0,9.97501
41.365,0.105,11.0,
45.9025,0.111667,20.0,2.96667
41.6125,0.115,15.0,3.74
27.01,0.151667,12.0,10.9175
4.1575,0.378333,19.0,29.7675
6.3025,0.311666,16.0,19.835
2.0125,0.478333,15.0,31.9425
2.0125,1.02,30.0,66.5975
2.26,1.67833,42.0,88.0575
2.0125,1.045,30.0,56.665
2.26,1.16,34.0,64.8574
1.765,0.97,21.0,50.14
1.27,0.753332,20.0,34.335
1.27,0.608888,18.0,26.795
1.3525,0.57,19.0,28.8975
1.27,0.62,19.0,48.4725
1.8475,0.936666,20.0,85.1575
4.405,0.803333,25.0,60.3625
10.4275,0.711666,28.0,52.3875
19.5025,0.528334,25.0,37.235
33.1975,0.528334,24.0,23.3875
50.5225,0.42,26.0,12.2225
53.575,0.319999,19.0,3.45
53.905,0.253333,12.0,
48.79,0.22,11.0,
44.005,0.22,14.0,
40.705,0.22,12.0,
29.98,0.336666,10.0,5.19
19.09,0.453333,21.0,10.3375
15.955,0.478333,21.0,10.99
10.51,0.628332,26.0,16.4275
13.315,0.536667,23.0,11.715
3.91,0.719998,27.0,20.56
1.8475,1.22833,36.0,36.945
1.6,1.18,35.0,45.5725
1.27,0.928332,25.0,30.42
1.3525,0.686666,23.0,19.98
1.27,0.608889,20.0,19.0375
1.27,0.645,20.0,24.1125
1.27,0.578333,18.0,27.7375
2.095,0.636665,24.0,35.35
9.4375,0.603333,28.0,25.49
19.8325,0.47,26.0,18.4575
33.6925,0.27,25.0,8.38
46.15,0.319999,26.0,10.7
57.2875,0.311666,24.0,9.0325
62.4025,0.186666,28.0,
50.935,0.113333,18.0,
49.0375,0.113333,17.0,
43.0975,0.105,18.0,
39.8799,0.106667,17.0,
31.63,0.153333,21.0,
17.605,0.236667,21.0,10.555
7.9525,0.336666,23.0,17.515
3.8275,0.453333,24.0,25.2
3.58,0.411667,23.0,20.7775
1.435,0.594999,20.0,31.725
1.6,0.603333,27.0,40.86
1.8475,0.5,24.0,37.5975
1.435,0.395,20.0,20.9225
1.5175,0.408889,22.0,20.125
1.5175,0.364444,21.0,23.0975
1.3525,0.586666,25.0,50.575
1.765,1.27833,39.0,116.042
2.0125,2.20333,47.0,184.845
3.085,1.51167,46.0,135.98
7.70499,0.778332,38.0,73.2676
14.8825,0.645,35.0,54.4175
27.0925,0.42,35.0,29.985
46.645,0.428333,37.0,21.7925
45.49,0.27,26.0,6.234
46.8925,0.211667,25.0,
45.7374,0.195,18.0,
43.675,0.22,19.0,
41.035,0.228333,19.0,
20.8225,0.361666,21.0,13.89
5.89,0.561666,28.0,29.985
7.9525,0.503333,23.0,19.7625
1.6825,0.919999,28.0,41.73
1.27,0.903333,30.0,54.7075
1.27,0.969999,26.0,44.195
1.27,0.678332,27.0,36.5825
1.27,0.375,23.0,29.115
1.435,0.319999,22.0,13.89
2.5075,0.242222,23.0,8.09
1.5175,0.242222,17.0,12.585
1.27,0.494999,21.0,39.99
1.27,1.20333,33.0,99.5125
1.765,2.00333,40.0,143.085
3.8275,1.245,38.0,95.96
8.53,0.82,34.0,72.905
19.75,0.503334,27.0,37.525
33.115,0.453333,32.0,32.8125
39.4675,0.386666,38.0,34.8425
50.605,0.22,32.0,16.5725
55.9675,0.118333,21.0,3.885
61.9075,0.12,21.0,3.2325
58.195,0.118333,17.0,2.95583
52.1725,0.12,20.0,3.02834
30.805,0.245,21.0,14.035
17.1925,0.319999,24.0,21.285
3.6625,0.719999,41.0,42.6
11.83,0.42,30.0,22.59
3.3325,0.611666,36.0,31.9425
1.8475,0.719999,36.0,45.79
1.27,0.736665,34.0,53.91
1.27,0.58,31.0,40.7875
1.6825,0.436667,27.0,19.1825
3.6625,0.364444,24.0,9.53999
1.8475,0.453333,29.0,14.325
1.435,0.794999,30.0,44.92
1.6,1.495,57.0,123.22
1.6825,1.30333,61.0,113.287
3.25,1.07,53.0,92.1901
12.16,0.669999,48.0,45.5725
25.4425,0.403333,52.0,17.1525
30.31,0.428333,42.0,15.8475
43.9225,0.42,42.0,10.99
51.265,0.386666,34.0,6.8575
52.7499,0.328332,36.0,3.537
52.9975,0.319999,27.0,
52.5025,0.353333,30.0,
50.3575,0.378333,28.0,2.53667
35.92,0.42,28.0,4.92667
21.4,0.453333,28.0,9.105
12.16,0.536667,27.0,12.295
5.725,0.686666,27.0,17.08
3.8275,0.578334,22.0,15.8475
1.27,0.744999,24.0,27.7375
1.27,0.778332,23.0,33.1025
1.27,0.729999,27.0,35.205
1.27,0.611666,30.0,23.75
